id,title,author,year,publisher,genre,rating,pages,language,description
1019,Book Title 1019,Author 19,1962,Publisher 19,Fiction,2.3,148,French,Description for book 1019...
1020,Book Title 1020,Author 20,1950,Publisher 0,Non-Fiction,1.7,610,Chinese,Description for book 1020...
1021,Book Title 1021,Author 21,2012,Publisher 1,Fantasy,2.7,410,French,Description for book 1021...
1022,Book Title 1022,Author 22,1954,Publisher 2,Biography,2.0,681,German,Description for book 1022...
1023,Book Title 1023,Author 23,1953,Publisher 3,Non-Fiction,3.5,177,Spanish,Description for book 1023...
1024,Book Title 1024,Author 24,1958,Publisher 4,Thriller,2.2,334,French,Description for book 1024...
1025,Book Title 1025,Author 25,2012,Publisher 5,Mystery,4.5,167,German,Description for book 1025...
1026,Book Title 1026,Author 26,1968,Publisher 6,Thriller,3.8,406,German,Description for book 1026...
1027,Book Title 1027,Author 27,1978,Publisher 7,Fiction,2.4,452,Spanish,Description for book 1027...
1028,Book Title 1028,Author 28,2022,Publisher 8,Fantasy,1.4,549,Spanish,Description for book 1028...
1029,Book Title 1029,Author 29,1976,Publisher 9,Fiction,2.7,370,French,Description for book 1029...
1030,Book Title 1030,Author 30,1943,Publisher 10,Thriller,3.4,720,German,Description for book 1030...
1031,Book Title 1031,Author 31,1991,Publisher 11,Mystery,1.7,709,German,Description for book 1031...
1032,Book Title 1032,Author 32,1971,Publisher 12,Science Fiction,1.3,239,French,Description for book 1032...
1033,Book Title 1033,Author 33,1990,Publisher 13,Non-Fiction,4.6,198,Chinese,Description for book 1033...
1034,Book Title 1034,Author 34,1914,Publisher 14,Mystery,1.8,572,German,Description for book 1034...
1035,Book Title 1035,Author 35,1970,Publisher 15,Romance,3.6,163,French,Description for book 1035...
1036,Book Title 1036,Author 36,2001,Publisher 16,Non-Fiction,4.0,197,Chinese,Description for book 1036...
1037,Book Title 1037,Author 37,1987,Publisher 17,Thriller,1.9,130,German,Description for book 1037...
1038,Book Title 1038,Author 38,1910,Publisher 18,Science Fiction,4.5,228,French,Description for book 1038...
1039,Book Title 1039,Author 39,1924,Publisher 19,Science Fiction,1.2,281,Chinese,Description for book 1039...
1040,Book Title 1040,Author 40,1969,Publisher 0,Thriller,3.2,660,French,Description for book 1040...
1041,Book Title 1041,Author 41,1960,Publisher 1,Non-Fiction,4.6,591,Spanish,Description for book 1041...
1042,Book Title 1042,Author 42,1979,Publisher 2,Biography,3.3,731,English,Description for book 1042...
1043,Book Title 1043,Author 43,1919,Publisher 3,Fiction,1.7,738,English,Description for book 1043...
1044,Book Title 1044,Author 44,1980,Publisher 4,Non-Fiction,2.1,311,Spanish,Description for book 1044...
1045,Book Title 1045,Author 45,1983,Publisher 5,Thriller,4.8,584,English,Description for book 1045...
1046,Book Title 1046,Author 46,1919,Publisher 6,Fantasy,4.9,698,Chinese,Description for book 1046...
1047,Book Title 1047,Author 47,1919,Publisher 7,Thriller,2.8,393,Spanish,Description for book 1047...
1048,Book Title 1048,Author 48,2005,Publisher 8,Fiction,2.2,630,French,Description for book 1048...
1049,Book Title 1049,Author 49,1998,Publisher 9,Horror,3.0,689,Chinese,Description for book 1049...
1050,Book Title 1050,Author 50,1988,Publisher 10,Romance,4.7,434,Chinese,Description for book 1050...
1051,Book Title 1051,Author 51,1944,Publisher 11,Mystery,3.9,464,Spanish,Description for book 1051...
1052,Book Title 1052,Author 52,1969,Publisher 12,Non-Fiction,3.2,470,Chinese,Description for book 1052...
1053,Book Title 1053,Author 53,1955,Publisher 13,Fiction,2.9,219,German,Description for book 1053...
1054,Book Title 1054,Author 54,2008,Publisher 14,Fantasy,4.6,387,Spanish,Description for book 1054...
1055,Book Title 1055,Author 55,1984,Publisher 15,Mystery,1.8,632,English,Description for book 1055...
1056,Book Title 1056,Author 56,1928,Publisher 16,Biography,2.8,249,Spanish,Description for book 1056...
1057,Book Title 1057,Author 57,2000,Publisher 17,Non-Fiction,2.8,441,Chinese,Description for book 1057...
1058,Book Title 1058,Author 58,1992,Publisher 18,Biography,2.8,665,English,Description for book 1058...
1059,Book Title 1059,Author 59,1992,Publisher 19,Horror,4.5,357,Spanish,Description for book 1059...
1060,Book Title 1060,Author 60,2005,Publisher 0,Biography,2.0,661,French,Description for book 1060...
1061,Book Title 1061,Author 61,1959,Publisher 1,Fiction,1.6,187,Spanish,Description for book 1061...
1062,Book Title 1062,Author 62,2014,Publisher 2,Thriller,1.1,278,English,Description for book 1062...
1063,Book Title 1063,Author 63,1989,Publisher 3,Romance,3.0,766,French,Description for book 1063...
1064,Book Title 1064,Author 64,1907,Publisher 4,Non-Fiction,4.7,375,Chinese,Description for book 1064...
1065,Book Title 1065,Author 65,1935,Publisher 5,Horror,4.9,410,German,Description for book 1065...
1066,Book Title 1066,Author 66,1943,Publisher 6,Fiction,1.6,430,Chinese,Description for book 1066...
1067,Book Title 1067,Author 67,1920,Publisher 7,Non-Fiction,4.9,690,English,Description for book 1067...
1068,Book Title 1068,Author 68,1990,Publisher 8,Biography,2.4,522,Chinese,Description for book 1068...
1069,Book Title 1069,Author 69,2007,Publisher 9,Science Fiction,3.4,539,English,Description for book 1069...
1070,Book Title 1070,Author 70,1912,Publisher 10,Horror,4.8,655,Spanish,Description for book 1070...
1071,Book Title 1071,Author 71,1921,Publisher 11,Biography,1.5,702,German,Description for book 1071...
1072,Book Title 1072,Author 72,1909,Publisher 12,Fiction,1.5,175,English,Description for book 1072...
1073,Book Title 1073,Author 73,1942,Publisher 13,Fiction,1.1,596,German,Description for book 1073...
1074,Book Title 1074,Author 74,1994,Publisher 14,Horror,1.7,110,French,Description for book 1074...
1075,Book Title 1075,Author 75,2007,Publisher 15,Biography,3.4,108,German,Description for book 1075...
1076,Book Title 1076,Author 76,1949,Publisher 16,Biography,2.6,458,French,Description for book 1076...
1077,Book Title 1077,Author 77,1998,Publisher 17,Non-Fiction,3.5,748,German,Description for book 1077...
1078,Book Title 1078,Author 78,1926,Publisher 18,Horror,1.1,435,German,Description for book 1078...
1079,Book Title 1079,Author 79,1987,Publisher 19,Fantasy,3.4,165,French,Description for book 1079...
1080,Book Title 1080,Author 80,2001,Publisher 0,Science Fiction,3.8,388,Chinese,Description for book 1080...
1081,Book Title 1081,Author 81,1932,Publisher 1,Fantasy,3.4,321,German,Description for book 1081...
1082,Book Title 1082,Author 82,2020,Publisher 2,Science Fiction,3.7,477,French,Description for book 1082...
1083,Book Title 1083,Author 83,1984,Publisher 3,Romance,3.9,482,English,Description for book 1083...
1084,Book Title 1084,Author 84,1936,Publisher 4,Fantasy,4.7,230,Spanish,Description for book 1084...
1085,Book Title 1085,Author 85,1920,Publisher 5,Science Fiction,1.7,712,German,Description for book 1085...
1086,Book Title 1086,Author 86,1997,Publisher 6,Horror,3.4,708,Chinese,Description for book 1086...
1087,Book Title 1087,Author 87,1934,Publisher 7,Mystery,2.8,490,German,Description for book 1087...
1088,Book Title 1088,Author 88,1973,Publisher 8,Non-Fiction,4.8,589,French,Description for book 1088...
1089,Book Title 1089,Author 89,1909,Publisher 9,Fantasy,3.9,799,English,Description for book 1089...
1090,Book Title 1090,Author 90,1983,Publisher 10,Romance,1.0,566,German,Description for book 1090...
1091,Book Title 1091,Author 91,1959,Publisher 11,Fiction,1.5,606,German,Description for book 1091...
1092,Book Title 1092,Author 92,2006,Publisher 12,Biography,3.7,792,English,Description for book 1092...
1093,Book Title 1093,Author 93,1900,Publisher 13,Mystery,1.0,775,Chinese,Description for book 1093...
1094,Book Title 1094,Author 94,1972,Publisher 14,Thriller,4.5,425,English,Description for book 1094...
1095,Book Title 1095,Author 95,1998,Publisher 15,Horror,3.7,220,Spanish,Description for book 1095...
1096,Book Title 1096,Author 96,1913,Publisher 16,Romance,1.7,610,French,Description for book 1096...
1097,Book Title 1097,Author 97,1925,Publisher 17,Fantasy,4.1,595,French,Description for book 1097...
1098,Book Title 1098,Author 98,1935,Publisher 18,Mystery,2.4,631,Chinese,Description for book 1098...
1099,Book Title 1099,Author 99,1993,Publisher 19,Science Fiction,3.1,338,Spanish,Description for book 1099...
1100,Book Title 1100,Author 0,1923,Publisher 0,Thriller,2.9,351,French,Description for book 1100...
1101,Book Title 1101,Author 1,2001,Publisher 1,Biography,2.6,554,French,Description for book 1101...
1102,Book Title 1102,Author 2,1978,Publisher 2,Mystery,1.7,629,Spanish,Description for book 1102...
1103,Book Title 1103,Author 3,2005,Publisher 3,Fantasy,1.4,469,German,Description for book 1103...
1104,Book Title 1104,Author 4,1948,Publisher 4,Science Fiction,4.0,264,German,Description for book 1104...
1105,Book Title 1105,Author 5,1979,Publisher 5,Science Fiction,3.8,403,German,Description for book 1105...
1106,Book Title 1106,Author 6,1997,Publisher 6,Non-Fiction,3.5,406,Chinese,Description for book 1106...
1107,Book Title 1107,Author 7,1966,Publisher 7,Horror,2.5,202,Chinese,Description for book 1107...
1108,Book Title 1108,Author 8,1990,Publisher 8,Thriller,2.2,190,Spanish,Description for book 1108...
1109,Book Title 1109,Author 9,1928,Publisher 9,Thriller,2.7,462,French,Description for book 1109...
1110,Book Title 1110,Author 10,1939,Publisher 10,Non-Fiction,2.6,658,Chinese,Description for book 1110...
1111,Book Title 1111,Author 11,2009,Publisher 11,Mystery,2.7,560,French,Description for book 1111...
1112,Book Title 1112,Author 12,1943,Publisher 12,Romance,4.4,134,German,Description for book 1112...
1113,Book Title 1113,Author 13,2010,Publisher 13,Science Fiction,4.3,348,German,Description for book 1113...
1114,Book Title 1114,Author 14,2001,Publisher 14,Non-Fiction,2.6,514,Chinese,Description for book 1114...
1115,Book Title 1115,Author 15,1988,Publisher 15,Non-Fiction,4.6,636,German,Description for book 1115...
1116,Book Title 1116,Author 16,1930,Publisher 16,Thriller,1.2,317,English,Description for book 1116...
1117,Book Title 1117,Author 17,1904,Publisher 17,Fiction,4.2,219,Spanish,Description for book 1117...
1118,Book Title 1118,Author 18,1997,Publisher 18,Science Fiction,2.7,505,French,Description for book 1118...
1119,Book Title 1119,Author 19,2016,Publisher 19,Biography,1.0,474,English,Description for book 1119...
1120,Book Title 1120,Author 20,1937,Publisher 0,Mystery,3.9,642,German,Description for book 1120...
1121,Book Title 1121,Author 21,1940,Publisher 1,Fantasy,2.9,327,French,Description for book 1121...
1122,Book Title 1122,Author 22,1909,Publisher 2,Fantasy,4.3,400,German,Description for book 1122...
1123,Book Title 1123,Author 23,1924,Publisher 3,Biography,4.9,546,German,Description for book 1123...
1124,Book Title 1124,Author 24,1907,Publisher 4,Science Fiction,2.6,371,English,Description for book 1124...
1125,Book Title 1125,Author 25,2007,Publisher 5,Biography,4.1,674,French,Description for book 1125...
1126,Book Title 1126,Author 26,1949,Publisher 6,Thriller,4.2,612,Spanish,Description for book 1126...
1127,Book Title 1127,Author 27,1945,Publisher 7,Mystery,1.6,760,French,Description for book 1127...
1128,Book Title 1128,Author 28,1907,Publisher 8,Thriller,2.8,265,French,Description for book 1128...
1129,Book Title 1129,Author 29,1996,Publisher 9,Science Fiction,4.1,317,Spanish,Description for book 1129...
1130,Book Title 1130,Author 30,1947,Publisher 10,Romance,1.6,260,English,Description for book 1130...
1131,Book Title 1131,Author 31,1922,Publisher 11,Fantasy,4.4,494,German,Description for book 1131...
1132,Book Title 1132,Author 32,1963,Publisher 12,Biography,2.7,202,Chinese,Description for book 1132...
1133,Book Title 1133,Author 33,1919,Publisher 13,Non-Fiction,2.7,768,English,Description for book 1133...
1134,Book Title 1134,Author 34,1930,Publisher 14,Horror,1.7,494,German,Description for book 1134...
1135,Book Title 1135,Author 35,1912,Publisher 15,Fantasy,2.7,317,German,Description for book 1135...
1136,Book Title 1136,Author 36,1923,Publisher 16,Fantasy,4.3,435,German,Description for book 1136...
1137,Book Title 1137,Author 37,1997,Publisher 17,Biography,3.7,759,English,Description for book 1137...
1138,Book Title 1138,Author 38,1983,Publisher 18,Fantasy,1.3,791,English,Description for book 1138...
1139,Book Title 1139,Author 39,2007,Publisher 19,Fiction,2.4,400,Spanish,Description for book 1139...
1140,Book Title 1140,Author 40,2015,Publisher 0,Science Fiction,4.0,537,Chinese,Description for book 1140...
1141,Book Title 1141,Author 41,2010,Publisher 1,Mystery,1.4,478,Spanish,Description for book 1141...
1142,Book Title 1142,Author 42,1963,Publisher 2,Fantasy,4.1,516,English,Description for book 1142...
1143,Book Title 1143,Author 43,2001,Publisher 3,Science Fiction,3.6,780,Spanish,Description for book 1143...
1144,Book Title 1144,Author 44,1960,Publisher 4,Romance,4.7,290,Spanish,Description for book 1144...
1145,Book Title 1145,Author 45,2022,Publisher 5,Romance,1.8,272,English,Description for book 1145...
1146,Book Title 1146,Author 46,1920,Publisher 6,Thriller,4.6,616,French,Description for book 1146...
1147,Book Title 1147,Author 47,1921,Publisher 7,Thriller,1.2,143,French,Description for book 1147...
1148,Book Title 1148,Author 48,1912,Publisher 8,Romance,1.6,173,Chinese,Description for book 1148...
1149,Book Title 1149,Author 49,1952,Publisher 9,Science Fiction,3.4,642,Spanish,Description for book 1149...
1150,Book Title 1150,Author 50,1951,Publisher 10,Romance,4.2,596,English,Description for book 1150...
1151,Book Title 1151,Author 51,1941,Publisher 11,Science Fiction,1.4,402,German,Description for book 1151...
1152,Book Title 1152,Author 52,2004,Publisher 12,Mystery,2.0,345,Spanish,Description for book 1152...
1153,Book Title 1153,Author 53,1985,Publisher 13,Horror,3.7,734,English,Description for book 1153...
1154,Book Title 1154,Author 54,1983,Publisher 14,Mystery,2.3,301,English,Description for book 1154...
1155,Book Title 1155,Author 55,1961,Publisher 15,Non-Fiction,3.8,559,Chinese,Description for book 1155...
1156,Book Title 1156,Author 56,1977,Publisher 16,Fiction,1.3,123,Chinese,Description for book 1156...
1157,Book Title 1157,Author 57,1963,Publisher 17,Thriller,2.7,452,Chinese,Description for book 1157...
1158,Book Title 1158,Author 58,2011,Publisher 18,Horror,2.7,447,German,Description for book 1158...
1159,Book Title 1159,Author 59,1986,Publisher 19,Romance,4.4,523,French,Description for book 1159...
1160,Book Title 1160,Author 60,1952,Publisher 0,Non-Fiction,2.0,485,German,Description for book 1160...
1161,Book Title 1161,Author 61,1986,Publisher 1,Thriller,2.0,678,English,Description for book 1161...
1162,Book Title 1162,Author 62,1933,Publisher 2,Horror,2.6,720,English,Description for book 1162...
1163,Book Title 1163,Author 63,1945,Publisher 3,Thriller,4.6,325,Spanish,Description for book 1163...
1164,Book Title 1164,Author 64,1906,Publisher 4,Mystery,2.2,178,Chinese,Description for book 1164...
1165,Book Title 1165,Author 65,1993,Publisher 5,Thriller,3.0,123,English,Description for book 1165...
1166,Book Title 1166,Author 66,1980,Publisher 6,Horror,4.8,529,German,Description for book 1166...
1167,Book Title 1167,Author 67,1979,Publisher 7,Science Fiction,2.5,758,French,Description for book 1167...
1168,Book Title 1168,Author 68,1994,Publisher 8,Horror,4.6,152,English,Description for book 1168...
1169,Book Title 1169,Author 69,1915,Publisher 9,Fantasy,3.5,222,German,Description for book 1169...
1170,Book Title 1170,Author 70,1915,Publisher 10,Fantasy,2.8,651,English,Description for book 1170...
1171,Book Title 1171,Author 71,1994,Publisher 11,Science Fiction,4.7,547,German,Description for book 1171...
1172,Book Title 1172,Author 72,1988,Publisher 12,Non-Fiction,3.3,171,English,Description for book 1172...
1173,Book Title 1173,Author 73,1950,Publisher 13,Romance,4.6,157,German,Description for book 1173...
1174,Book Title 1174,Author 74,1991,Publisher 14,Fiction,2.3,267,Chinese,Description for book 1174...
1175,Book Title 1175,Author 75,1912,Publisher 15,Science Fiction,1.9,526,French,Description for book 1175...
1176,Book Title 1176,Author 76,1969,Publisher 16,Mystery,4.2,787,English,Description for book 1176...
1177,Book Title 1177,Author 77,1906,Publisher 17,Thriller,2.4,345,Chinese,Description for book 1177...
1178,Book Title 1178,Author 78,1994,Publisher 18,Thriller,2.9,563,French,Description for book 1178...
1179,Book Title 1179,Author 79,1939,Publisher 19,Biography,2.3,139,English,Description for book 1179...
1180,Book Title 1180,Author 80,2002,Publisher 0,Biography,3.2,796,German,Description for book 1180...
1181,Book Title 1181,Author 81,2017,Publisher 1,Thriller,3.1,752,Spanish,Description for book 1181...
1182,Book Title 1182,Author 82,1952,Publisher 2,Horror,3.9,493,English,Description for book 1182...
1183,Book Title 1183,Author 83,2022,Publisher 3,Non-Fiction,4.9,545,English,Description for book 1183...
1184,Book Title 1184,Author 84,1919,Publisher 4,Horror,4.2,792,German,Description for book 1184...
1185,Book Title 1185,Author 85,1984,Publisher 5,Romance,1.4,665,Spanish,Description for book 1185...
1186,Book Title 1186,Author 86,1982,Publisher 6,Mystery,3.2,708,French,Description for book 1186...
1187,Book Title 1187,Author 87,1956,Publisher 7,Non-Fiction,2.0,441,Spanish,Description for book 1187...
1188,Book Title 1188,Author 88,1945,Publisher 8,Horror,1.5,783,German,Description for book 1188...
1189,Book Title 1189,Author 89,1944,Publisher 9,Mystery,3.9,415,Chinese,Description for book 1189...
1190,Book Title 1190,Author 90,1983,Publisher 10,Science Fiction,3.2,458,German,Description for book 1190...
1191,Book Title 1191,Author 91,1943,Publisher 11,Fantasy,4.7,764,English,Description for book 1191...
1192,Book Title 1192,Author 92,1926,Publisher 12,Non-Fiction,3.1,740,Spanish,Description for book 1192...
1193,Book Title 1193,Author 93,1918,Publisher 13,Fantasy,3.1,504,German,Description for book 1193...
1194,Book Title 1194,Author 94,1925,Publisher 14,Thriller,2.4,721,Spanish,Description for book 1194...
1195,Book Title 1195,Author 95,1976,Publisher 15,Science Fiction,3.2,551,English,Description for book 1195...
1196,Book Title 1196,Author 96,1970,Publisher 16,Fiction,3.9,794,Chinese,Description for book 1196...
1197,Book Title 1197,Author 97,1930,Publisher 17,Science Fiction,1.2,626,English,Description for book 1197...
1198,Book Title 1198,Author 98,1979,Publisher 18,Non-Fiction,3.5,789,English,Description for book 1198...
1199,Book Title 1199,Author 99,1943,Publisher 19,Biography,5.0,690,French,Description for book 1199...
1200,Book Title 1200,Author 0,1927,Publisher 0,Fantasy,2.4,183,French,Description for book 1200...
1201,Book Title 1201,Author 1,1974,Publisher 1,Mystery,4.0,516,English,Description for book 1201...
1202,Book Title 1202,Author 2,2012,Publisher 2,Thriller,1.4,487,Spanish,Description for book 1202...
1203,Book Title 1203,Author 3,1902,Publisher 3,Science Fiction,4.8,796,English,Description for book 1203...
1204,Book Title 1204,Author 4,1995,Publisher 4,Romance,2.0,690,Spanish,Description for book 1204...
1205,Book Title 1205,Author 5,1931,Publisher 5,Thriller,2.2,274,Spanish,Description for book 1205...
1206,Book Title 1206,Author 6,1951,Publisher 6,Non-Fiction,4.9,383,German,Description for book 1206...
1207,Book Title 1207,Author 7,1959,Publisher 7,Horror,3.4,225,Spanish,Description for book 1207...
1208,Book Title 1208,Author 8,1938,Publisher 8,Fiction,3.3,292,Chinese,Description for book 1208...
1209,Book Title 1209,Author 9,1923,Publisher 9,Non-Fiction,3.5,241,English,Description for book 1209...
1210,Book Title 1210,Author 10,1969,Publisher 10,Fantasy,2.1,251,German,Description for book 1210...
1211,Book Title 1211,Author 11,2017,Publisher 11,Non-Fiction,3.7,740,Spanish,Description for book 1211...
1212,Book Title 1212,Author 12,1983,Publisher 12,Thriller,4.1,656,English,Description for book 1212...
1213,Book Title 1213,Author 13,1964,Publisher 13,Biography,2.4,797,German,Description for book 1213...
1214,Book Title 1214,Author 14,1951,Publisher 14,Romance,1.2,691,German,Description for book 1214...
1215,Book Title 1215,Author 15,2008,Publisher 15,Science Fiction,3.0,592,English,Description for book 1215...
1216,Book Title 1216,Author 16,1970,Publisher 16,Biography,4.5,189,French,Description for book 1216...
1217,Book Title 1217,Author 17,1972,Publisher 17,Romance,1.7,793,Chinese,Description for book 1217...
1218,Book Title 1218,Author 18,1934,Publisher 18,Fiction,1.8,399,Chinese,Description for book 1218...
1219,Book Title 1219,Author 19,1903,Publisher 19,Mystery,5.0,445,French,Description for book 1219...
1220,Book Title 1220,Author 20,1974,Publisher 0,Fantasy,2.9,507,Chinese,Description for book 1220...
1221,Book Title 1221,Author 21,1965,Publisher 1,Biography,3.9,633,French,Description for book 1221...
1222,Book Title 1222,Author 22,1993,Publisher 2,Biography,4.6,203,Chinese,Description for book 1222...
1223,Book Title 1223,Author 23,1914,Publisher 3,Horror,2.6,246,German,Description for book 1223...
1224,Book Title 1224,Author 24,1970,Publisher 4,Science Fiction,4.4,510,English,Description for book 1224...
1225,Book Title 1225,Author 25,1987,Publisher 5,Thriller,3.1,529,Chinese,Description for book 1225...
1226,Book Title 1226,Author 26,1947,Publisher 6,Fiction,1.4,295,Chinese,Description for book 1226...
1227,Book Title 1227,Author 27,1966,Publisher 7,Fantasy,4.5,551,Spanish,Description for book 1227...
1228,Book Title 1228,Author 28,1963,Publisher 8,Thriller,4.5,269,French,Description for book 1228...
1229,Book Title 1229,Author 29,1932,Publisher 9,Non-Fiction,1.5,396,Spanish,Description for book 1229...
1230,Book Title 1230,Author 30,1901,Publisher 10,Horror,2.5,219,Spanish,Description for book 1230...
1231,Book Title 1231,Author 31,1916,Publisher 11,Mystery,2.7,453,German,Description for book 1231...
1232,Book Title 1232,Author 32,1928,Publisher 12,Science Fiction,4.2,347,French,Description for book 1232...
1233,Book Title 1233,Author 33,1983,Publisher 13,Fiction,2.5,584,Chinese,Description for book 1233...
1234,Book Title 1234,Author 34,1949,Publisher 14,Fantasy,3.6,259,German,Description for book 1234...
1235,Book Title 1235,Author 35,1933,Publisher 15,Science Fiction,3.2,767,German,Description for book 1235...
1236,Book Title 1236,Author 36,1943,Publisher 16,Thriller,2.1,284,German,Description for book 1236...
1237,Book Title 1237,Author 37,2015,Publisher 17,Science Fiction,3.7,794,French,Description for book 1237...
1238,Book Title 1238,Author 38,1908,Publisher 18,Fiction,3.1,670,French,Description for book 1238...
1239,Book Title 1239,Author 39,1999,Publisher 19,Fantasy,4.0,363,Spanish,Description for book 1239...
1240,Book Title 1240,Author 40,1956,Publisher 0,Fiction,3.0,477,French,Description for book 1240...
1241,Book Title 1241,Author 41,1900,Publisher 1,Mystery,4.5,256,German,Description for book 1241...
1242,Book Title 1242,Author 42,1978,Publisher 2,Biography,2.4,347,French,Description for book 1242...
1243,Book Title 1243,Author 43,1941,Publisher 3,Biography,1.5,184,German,Description for book 1243...
1244,Book Title 1244,Author 44,1939,Publisher 4,Horror,3.5,676,Spanish,Description for book 1244...
1245,Book Title 1245,Author 45,1932,Publisher 5,Mystery,2.1,753,Chinese,Description for book 1245...
1246,Book Title 1246,Author 46,1931,Publisher 6,Horror,3.0,642,French,Description for book 1246...
1247,Book Title 1247,Author 47,1936,Publisher 7,Romance,2.6,256,French,Description for book 1247...
1248,Book Title 1248,Author 48,1940,Publisher 8,Romance,3.9,784,English,Description for book 1248...
1249,Book Title 1249,Author 49,1914,Publisher 9,Mystery,3.2,714,Spanish,Description for book 1249...
1250,Book Title 1250,Author 50,2014,Publisher 10,Horror,3.0,535,German,Description for book 1250...
1251,Book Title 1251,Author 51,1933,Publisher 11,Biography,1.3,218,Spanish,Description for book 1251...
1252,Book Title 1252,Author 52,2019,Publisher 12,Biography,4.8,488,French,Description for book 1252...
1253,Book Title 1253,Author 53,1955,Publisher 13,Fantasy,3.6,423,French,Description for book 1253...
1254,Book Title 1254,Author 54,2001,Publisher 14,Science Fiction,3.1,695,German,Description for book 1254...
1255,Book Title 1255,Author 55,1955,Publisher 15,Fiction,2.7,272,French,Description for book 1255...
1256,Book Title 1256,Author 56,1964,Publisher 16,Thriller,1.4,660,Chinese,Description for book 1256...
1257,Book Title 1257,Author 57,2022,Publisher 17,Non-Fiction,3.1,441,Chinese,Description for book 1257...
1258,Book Title 1258,Author 58,1977,Publisher 18,Thriller,4.3,185,French,Description for book 1258...
1259,Book Title 1259,Author 59,2005,Publisher 19,Fantasy,4.8,642,Spanish,Description for book 1259...
1260,Book Title 1260,Author 60,1997,Publisher 0,Thriller,2.7,185,French,Description for book 1260...
1261,Book Title 1261,Author 61,2011,Publisher 1,Mystery,1.4,273,French,Description for book 1261...
1262,Book Title 1262,Author 62,1909,Publisher 2,Biography,4.0,616,English,Description for book 1262...
1263,Book Title 1263,Author 63,1989,Publisher 3,Romance,1.2,144,Chinese,Description for book 1263...
1264,Book Title 1264,Author 64,1910,Publisher 4,Romance,3.9,681,German,Description for book 1264...
1265,Book Title 1265,Author 65,1953,Publisher 5,Biography,3.8,527,German,Description for book 1265...
1266,Book Title 1266,Author 66,2003,Publisher 6,Fantasy,4.5,311,Chinese,Description for book 1266...
1267,Book Title 1267,Author 67,1971,Publisher 7,Non-Fiction,2.1,714,English,Description for book 1267...
1268,Book Title 1268,Author 68,1933,Publisher 8,Romance,1.0,175,German,Description for book 1268...
1269,Book Title 1269,Author 69,2018,Publisher 9,Fiction,1.1,323,Chinese,Description for book 1269...
1270,Book Title 1270,Author 70,1958,Publisher 10,Thriller,4.5,112,Spanish,Description for book 1270...
1271,Book Title 1271,Author 71,1963,Publisher 11,Horror,4.5,337,Spanish,Description for book 1271...
1272,Book Title 1272,Author 72,1913,Publisher 12,Non-Fiction,3.0,608,Chinese,Description for book 1272...
1273,Book Title 1273,Author 73,1901,Publisher 13,Thriller,1.6,148,English,Description for book 1273...
1274,Book Title 1274,Author 74,1938,Publisher 14,Fantasy,3.5,192,English,Description for book 1274...
1275,Book Title 1275,Author 75,1913,Publisher 15,Science Fiction,4.0,229,French,Description for book 1275...
1276,Book Title 1276,Author 76,1940,Publisher 16,Biography,3.8,220,French,Description for book 1276...
1277,Book Title 1277,Author 77,2019,Publisher 17,Science Fiction,2.9,521,French,Description for book 1277...
1278,Book Title 1278,Author 78,1905,Publisher 18,Thriller,4.4,630,German,Description for book 1278...
1279,Book Title 1279,Author 79,1912,Publisher 19,Thriller,4.7,606,Spanish,Description for book 1279...
1280,Book Title 1280,Author 80,1969,Publisher 0,Thriller,4.1,462,German,Description for book 1280...
1281,Book Title 1281,Author 81,1905,Publisher 1,Thriller,2.0,764,French,Description for book 1281...
1282,Book Title 1282,Author 82,1985,Publisher 2,Romance,1.1,673,French,Description for book 1282...
1283,Book Title 1283,Author 83,1920,Publisher 3,Romance,2.0,723,Chinese,Description for book 1283...
1284,Book Title 1284,Author 84,1914,Publisher 4,Thriller,1.8,195,French,Description for book 1284...
1285,Book Title 1285,Author 85,1918,Publisher 5,Horror,1.6,709,Spanish,Description for book 1285...
1286,Book Title 1286,Author 86,2016,Publisher 6,Fantasy,4.8,216,Chinese,Description for book 1286...
1287,Book Title 1287,Author 87,1965,Publisher 7,Non-Fiction,2.9,106,German,Description for book 1287...
1288,Book Title 1288,Author 88,1959,Publisher 8,Thriller,3.5,182,English,Description for book 1288...
1289,Book Title 1289,Author 89,1957,Publisher 9,Horror,3.6,528,Chinese,Description for book 1289...
1290,Book Title 1290,Author 90,1931,Publisher 10,Thriller,3.8,370,German,Description for book 1290...
1291,Book Title 1291,Author 91,1987,Publisher 11,Fiction,2.3,695,Spanish,Description for book 1291...
1292,Book Title 1292,Author 92,1944,Publisher 12,Science Fiction,4.3,211,English,Description for book 1292...
1293,Book Title 1293,Author 93,1913,Publisher 13,Non-Fiction,2.4,254,Spanish,Description for book 1293...
1294,Book Title 1294,Author 94,2000,Publisher 14,Fiction,1.6,572,English,Description for book 1294...
1295,Book Title 1295,Author 95,1973,Publisher 15,Romance,2.6,139,French,Description for book 1295...
1296,Book Title 1296,Author 96,1951,Publisher 16,Fiction,2.5,160,German,Description for book 1296...
1297,Book Title 1297,Author 97,2020,Publisher 17,Thriller,2.7,316,English,Description for book 1297...
1298,Book Title 1298,Author 98,1958,Publisher 18,Fantasy,3.6,592,French,Description for book 1298...
1299,Book Title 1299,Author 99,1982,Publisher 19,Thriller,1.9,514,Spanish,Description for book 1299...
1300,Book Title 1300,Author 0,2004,Publisher 0,Romance,3.8,306,English,Description for book 1300...
