id,title,author,year,publisher,genre,rating,pages,language,description
1041,Book Title 1041,Author 41,1963,Publisher 1,Science Fiction,2.6,439,English,Description for book 1041...
1042,Book Title 1042,Author 42,1926,Publisher 2,Horror,2.8,489,English,Description for book 1042...
1043,Book Title 1043,Author 43,1940,Publisher 3,Mystery,3.2,299,Chinese,Description for book 1043...
1044,Book Title 1044,Author 44,1938,Publisher 4,Fantasy,2.4,375,French,Description for book 1044...
1045,Book Title 1045,Author 45,1943,Publisher 5,Biography,2.9,483,German,Description for book 1045...
1046,Book Title 1046,Author 46,1967,Publisher 6,Horror,2.8,468,English,Description for book 1046...
1047,Book Title 1047,Author 47,1932,Publisher 7,Non-Fiction,1.6,155,Chinese,Description for book 1047...
1048,Book Title 1048,Author 48,1938,Publisher 8,Non-Fiction,3.7,104,French,Description for book 1048...
1049,Book Title 1049,Author 49,1939,Publisher 9,Fiction,3.3,614,Spanish,Description for book 1049...
1050,Book Title 1050,Author 50,1984,Publisher 10,Romance,2.1,768,Chinese,Description for book 1050...
1051,Book Title 1051,Author 51,1997,Publisher 11,Thriller,3.1,311,French,Description for book 1051...
1052,Book Title 1052,Author 52,2010,Publisher 12,Biography,1.4,728,Spanish,Description for book 1052...
1053,Book Title 1053,Author 53,2006,Publisher 13,Science Fiction,3.6,278,English,Description for book 1053...
1054,Book Title 1054,Author 54,1930,Publisher 14,Science Fiction,4.3,199,Chinese,Description for book 1054...
1055,Book Title 1055,Author 55,1925,Publisher 15,Horror,1.8,587,French,Description for book 1055...
1056,Book Title 1056,Author 56,1907,Publisher 16,Science Fiction,1.1,223,English,Description for book 1056...
1057,Book Title 1057,Author 57,1958,Publisher 17,Fantasy,1.0,786,French,Description for book 1057...
1058,Book Title 1058,Author 58,1928,Publisher 18,Biography,5.0,580,English,Description for book 1058...
1059,Book Title 1059,Author 59,1929,Publisher 19,Non-Fiction,1.2,352,English,Description for book 1059...
1060,Book Title 1060,Author 60,1972,Publisher 0,Science Fiction,2.9,660,English,Description for book 1060...
1061,Book Title 1061,Author 61,1992,Publisher 1,Fiction,2.8,243,Chinese,Description for book 1061...
1062,Book Title 1062,Author 62,1982,Publisher 2,Romance,2.1,537,English,Description for book 1062...
1063,Book Title 1063,Author 63,1980,Publisher 3,Non-Fiction,1.1,110,German,Description for book 1063...
1064,Book Title 1064,Author 64,1911,Publisher 4,Horror,4.1,444,Spanish,Description for book 1064...
1065,Book Title 1065,Author 65,1949,Publisher 5,Horror,1.2,230,Spanish,Description for book 1065...
1066,Book Title 1066,Author 66,1965,Publisher 6,Horror,1.1,569,Spanish,Description for book 1066...
1067,Book Title 1067,Author 67,2012,Publisher 7,Non-Fiction,1.7,134,Chinese,Description for book 1067...
1068,Book Title 1068,Author 68,1979,Publisher 8,Biography,2.9,515,Chinese,Description for book 1068...
1069,Book Title 1069,Author 69,1977,Publisher 9,Thriller,3.0,485,German,Description for book 1069...
1070,Book Title 1070,Author 70,1995,Publisher 10,Romance,4.3,712,French,Description for book 1070...
1071,Book Title 1071,Author 71,1936,Publisher 11,Fantasy,1.6,275,Spanish,Description for book 1071...
1072,Book Title 1072,Author 72,1986,Publisher 12,Biography,3.1,759,Chinese,Description for book 1072...
1073,Book Title 1073,Author 73,1957,Publisher 13,Biography,4.6,599,German,Description for book 1073...
1074,Book Title 1074,Author 74,1937,Publisher 14,Romance,2.7,139,English,Description for book 1074...
1075,Book Title 1075,Author 75,1997,Publisher 15,Mystery,2.1,168,Chinese,Description for book 1075...
1076,Book Title 1076,Author 76,1918,Publisher 16,Fiction,4.5,397,Spanish,Description for book 1076...
1077,Book Title 1077,Author 77,1970,Publisher 17,Non-Fiction,2.1,321,Spanish,Description for book 1077...
1078,Book Title 1078,Author 78,2016,Publisher 18,Fantasy,1.6,408,English,Description for book 1078...
1079,Book Title 1079,Author 79,1922,Publisher 19,Science Fiction,3.5,705,French,Description for book 1079...
1080,Book Title 1080,Author 80,2013,Publisher 0,Fiction,1.5,182,German,Description for book 1080...
1081,Book Title 1081,Author 81,2012,Publisher 1,Non-Fiction,3.2,523,Spanish,Description for book 1081...
1082,Book Title 1082,Author 82,1969,Publisher 2,Horror,4.5,228,Chinese,Description for book 1082...
1083,Book Title 1083,Author 83,1945,Publisher 3,Science Fiction,4.4,792,German,Description for book 1083...
1084,Book Title 1084,Author 84,1958,Publisher 4,Biography,3.3,517,German,Description for book 1084...
1085,Book Title 1085,Author 85,1949,Publisher 5,Mystery,4.6,312,French,Description for book 1085...
1086,Book Title 1086,Author 86,1955,Publisher 6,Mystery,1.9,219,German,Description for book 1086...
1087,Book Title 1087,Author 87,1914,Publisher 7,Non-Fiction,4.5,131,French,Description for book 1087...
1088,Book Title 1088,Author 88,2022,Publisher 8,Biography,1.1,735,Chinese,Description for book 1088...
1089,Book Title 1089,Author 89,1984,Publisher 9,Mystery,4.6,357,German,Description for book 1089...
1090,Book Title 1090,Author 90,1995,Publisher 10,Horror,3.6,783,Spanish,Description for book 1090...
1091,Book Title 1091,Author 91,1912,Publisher 11,Thriller,4.3,395,Spanish,Description for book 1091...
1092,Book Title 1092,Author 92,1981,Publisher 12,Fiction,1.6,576,Spanish,Description for book 1092...
1093,Book Title 1093,Author 93,1923,Publisher 13,Non-Fiction,1.9,217,English,Description for book 1093...
1094,Book Title 1094,Author 94,1986,Publisher 14,Mystery,4.2,243,English,Description for book 1094...
1095,Book Title 1095,Author 95,1904,Publisher 15,Horror,1.3,719,Spanish,Description for book 1095...
1096,Book Title 1096,Author 96,1913,Publisher 16,Fiction,1.1,476,Chinese,Description for book 1096...
1097,Book Title 1097,Author 97,1940,Publisher 17,Non-Fiction,1.9,326,Spanish,Description for book 1097...
1098,Book Title 1098,Author 98,2012,Publisher 18,Thriller,3.7,291,Spanish,Description for book 1098...
1099,Book Title 1099,Author 99,1900,Publisher 19,Science Fiction,1.5,589,French,Description for book 1099...
1100,Book Title 1100,Author 0,1987,Publisher 0,Mystery,4.3,109,Chinese,Description for book 1100...
1101,Book Title 1101,Author 1,2007,Publisher 1,Fiction,1.7,398,French,Description for book 1101...
1102,Book Title 1102,Author 2,1969,Publisher 2,Fiction,1.0,344,French,Description for book 1102...
1103,Book Title 1103,Author 3,1983,Publisher 3,Horror,2.4,411,English,Description for book 1103...
1104,Book Title 1104,Author 4,1928,Publisher 4,Mystery,3.4,611,English,Description for book 1104...
1105,Book Title 1105,Author 5,1961,Publisher 5,Romance,3.7,194,Spanish,Description for book 1105...
1106,Book Title 1106,Author 6,1987,Publisher 6,Horror,2.1,160,Chinese,Description for book 1106...
1107,Book Title 1107,Author 7,1985,Publisher 7,Horror,1.2,684,French,Description for book 1107...
1108,Book Title 1108,Author 8,2004,Publisher 8,Thriller,3.8,149,German,Description for book 1108...
1109,Book Title 1109,Author 9,1957,Publisher 9,Thriller,1.5,245,French,Description for book 1109...
1110,Book Title 1110,Author 10,1991,Publisher 10,Mystery,1.8,597,French,Description for book 1110...
1111,Book Title 1111,Author 11,1919,Publisher 11,Horror,2.7,797,English,Description for book 1111...
1112,Book Title 1112,Author 12,2007,Publisher 12,Biography,4.4,224,Spanish,Description for book 1112...
1113,Book Title 1113,Author 13,1944,Publisher 13,Thriller,1.7,651,French,Description for book 1113...
1114,Book Title 1114,Author 14,1943,Publisher 14,Fantasy,1.3,559,Chinese,Description for book 1114...
1115,Book Title 1115,Author 15,1957,Publisher 15,Fiction,2.2,352,German,Description for book 1115...
1116,Book Title 1116,Author 16,2020,Publisher 16,Biography,2.6,333,Chinese,Description for book 1116...
1117,Book Title 1117,Author 17,2006,Publisher 17,Mystery,2.7,733,French,Description for book 1117...
1118,Book Title 1118,Author 18,2015,Publisher 18,Horror,3.7,637,Chinese,Description for book 1118...
1119,Book Title 1119,Author 19,1935,Publisher 19,Romance,4.3,342,English,Description for book 1119...
1120,Book Title 1120,Author 20,2014,Publisher 0,Horror,3.2,665,English,Description for book 1120...
1121,Book Title 1121,Author 21,1954,Publisher 1,Romance,2.8,263,Spanish,Description for book 1121...
1122,Book Title 1122,Author 22,1920,Publisher 2,Fiction,1.5,165,Chinese,Description for book 1122...
1123,Book Title 1123,Author 23,1949,Publisher 3,Romance,3.0,102,Chinese,Description for book 1123...
1124,Book Title 1124,Author 24,1978,Publisher 4,Horror,5.0,141,German,Description for book 1124...
1125,Book Title 1125,Author 25,1947,Publisher 5,Science Fiction,1.7,146,French,Description for book 1125...
1126,Book Title 1126,Author 26,1914,Publisher 6,Fantasy,3.5,311,German,Description for book 1126...
1127,Book Title 1127,Author 27,1998,Publisher 7,Mystery,3.5,116,English,Description for book 1127...
1128,Book Title 1128,Author 28,1917,Publisher 8,Romance,5.0,223,French,Description for book 1128...
1129,Book Title 1129,Author 29,2006,Publisher 9,Science Fiction,3.0,686,French,Description for book 1129...
1130,Book Title 1130,Author 30,1933,Publisher 10,Romance,2.4,549,French,Description for book 1130...
1131,Book Title 1131,Author 31,1925,Publisher 11,Biography,3.3,216,Chinese,Description for book 1131...
1132,Book Title 1132,Author 32,2022,Publisher 12,Non-Fiction,2.3,582,English,Description for book 1132...
1133,Book Title 1133,Author 33,1913,Publisher 13,Horror,3.6,612,English,Description for book 1133...
1134,Book Title 1134,Author 34,1900,Publisher 14,Non-Fiction,3.9,596,German,Description for book 1134...
1135,Book Title 1135,Author 35,1908,Publisher 15,Fantasy,2.6,452,Spanish,Description for book 1135...
1136,Book Title 1136,Author 36,1927,Publisher 16,Fiction,3.5,716,Chinese,Description for book 1136...
1137,Book Title 1137,Author 37,1907,Publisher 17,Biography,3.5,624,French,Description for book 1137...
1138,Book Title 1138,Author 38,1924,Publisher 18,Biography,2.5,322,German,Description for book 1138...
1139,Book Title 1139,Author 39,1944,Publisher 19,Non-Fiction,4.8,178,German,Description for book 1139...
1140,Book Title 1140,Author 40,1997,Publisher 0,Mystery,4.3,464,English,Description for book 1140...
1141,Book Title 1141,Author 41,2000,Publisher 1,Romance,4.1,750,French,Description for book 1141...
1142,Book Title 1142,Author 42,1986,Publisher 2,Fiction,1.8,290,French,Description for book 1142...
1143,Book Title 1143,Author 43,1940,Publisher 3,Science Fiction,3.9,563,Spanish,Description for book 1143...
1144,Book Title 1144,Author 44,1920,Publisher 4,Romance,4.2,762,English,Description for book 1144...
1145,Book Title 1145,Author 45,1924,Publisher 5,Non-Fiction,1.0,304,English,Description for book 1145...
1146,Book Title 1146,Author 46,2011,Publisher 6,Fiction,2.2,213,French,Description for book 1146...
1147,Book Title 1147,Author 47,1991,Publisher 7,Romance,3.6,504,Spanish,Description for book 1147...
1148,Book Title 1148,Author 48,1955,Publisher 8,Romance,3.2,558,German,Description for book 1148...
1149,Book Title 1149,Author 49,1989,Publisher 9,Thriller,4.5,270,French,Description for book 1149...
1150,Book Title 1150,Author 50,1928,Publisher 10,Romance,2.0,775,Chinese,Description for book 1150...
1151,Book Title 1151,Author 51,1933,Publisher 11,Biography,4.2,607,English,Description for book 1151...
1152,Book Title 1152,Author 52,1957,Publisher 12,Science Fiction,2.1,151,Chinese,Description for book 1152...
1153,Book Title 1153,Author 53,1978,Publisher 13,Biography,4.7,601,Spanish,Description for book 1153...
1154,Book Title 1154,Author 54,2016,Publisher 14,Non-Fiction,2.1,656,English,Description for book 1154...
1155,Book Title 1155,Author 55,1971,Publisher 15,Fiction,3.4,635,French,Description for book 1155...
1156,Book Title 1156,Author 56,1900,Publisher 16,Non-Fiction,4.5,311,French,Description for book 1156...
1157,Book Title 1157,Author 57,1984,Publisher 17,Fiction,2.9,413,French,Description for book 1157...
1158,Book Title 1158,Author 58,1980,Publisher 18,Biography,4.1,222,French,Description for book 1158...
1159,Book Title 1159,Author 59,1978,Publisher 19,Mystery,1.0,709,Spanish,Description for book 1159...
1160,Book Title 1160,Author 60,1929,Publisher 0,Non-Fiction,1.9,512,Spanish,Description for book 1160...
1161,Book Title 1161,Author 61,1918,Publisher 1,Non-Fiction,3.3,186,French,Description for book 1161...
1162,Book Title 1162,Author 62,1992,Publisher 2,Thriller,3.6,437,French,Description for book 1162...
1163,Book Title 1163,Author 63,2002,Publisher 3,Biography,3.0,779,English,Description for book 1163...
1164,Book Title 1164,Author 64,2004,Publisher 4,Romance,2.1,783,French,Description for book 1164...
1165,Book Title 1165,Author 65,2005,Publisher 5,Science Fiction,4.7,663,French,Description for book 1165...
1166,Book Title 1166,Author 66,2002,Publisher 6,Horror,1.3,567,German,Description for book 1166...
1167,Book Title 1167,Author 67,1923,Publisher 7,Science Fiction,1.9,448,French,Description for book 1167...
1168,Book Title 1168,Author 68,2002,Publisher 8,Romance,3.2,697,French,Description for book 1168...
1169,Book Title 1169,Author 69,2008,Publisher 9,Biography,3.3,126,German,Description for book 1169...
1170,Book Title 1170,Author 70,1944,Publisher 10,Science Fiction,1.9,541,Chinese,Description for book 1170...
1171,Book Title 1171,Author 71,1944,Publisher 11,Romance,2.0,463,Spanish,Description for book 1171...
1172,Book Title 1172,Author 72,2020,Publisher 12,Thriller,3.3,200,French,Description for book 1172...
1173,Book Title 1173,Author 73,1918,Publisher 13,Non-Fiction,3.3,735,English,Description for book 1173...
1174,Book Title 1174,Author 74,1949,Publisher 14,Mystery,2.0,162,German,Description for book 1174...
1175,Book Title 1175,Author 75,1957,Publisher 15,Mystery,4.3,387,Chinese,Description for book 1175...
1176,Book Title 1176,Author 76,1950,Publisher 16,Mystery,2.3,281,German,Description for book 1176...
1177,Book Title 1177,Author 77,2017,Publisher 17,Thriller,4.0,350,German,Description for book 1177...
1178,Book Title 1178,Author 78,2014,Publisher 18,Science Fiction,3.1,203,German,Description for book 1178...
1179,Book Title 1179,Author 79,2014,Publisher 19,Horror,2.9,180,German,Description for book 1179...
1180,Book Title 1180,Author 80,1929,Publisher 0,Science Fiction,1.9,707,Chinese,Description for book 1180...
1181,Book Title 1181,Author 81,1906,Publisher 1,Horror,3.3,569,English,Description for book 1181...
1182,Book Title 1182,Author 82,2013,Publisher 2,Mystery,4.9,187,Spanish,Description for book 1182...
1183,Book Title 1183,Author 83,1916,Publisher 3,Romance,2.3,187,German,Description for book 1183...
1184,Book Title 1184,Author 84,1931,Publisher 4,Fantasy,4.1,798,Spanish,Description for book 1184...
1185,Book Title 1185,Author 85,2015,Publisher 5,Thriller,3.6,281,English,Description for book 1185...
1186,Book Title 1186,Author 86,1966,Publisher 6,Biography,1.2,767,English,Description for book 1186...
1187,Book Title 1187,Author 87,1905,Publisher 7,Horror,2.9,110,English,Description for book 1187...
1188,Book Title 1188,Author 88,2002,Publisher 8,Mystery,3.3,385,Chinese,Description for book 1188...
1189,Book Title 1189,Author 89,1971,Publisher 9,Horror,2.4,126,Spanish,Description for book 1189...
1190,Book Title 1190,Author 90,1957,Publisher 10,Fantasy,2.0,534,English,Description for book 1190...
1191,Book Title 1191,Author 91,1961,Publisher 11,Romance,3.0,706,Chinese,Description for book 1191...
1192,Book Title 1192,Author 92,1976,Publisher 12,Horror,2.9,709,Spanish,Description for book 1192...
1193,Book Title 1193,Author 93,1921,Publisher 13,Mystery,1.6,647,English,Description for book 1193...
1194,Book Title 1194,Author 94,1930,Publisher 14,Thriller,2.5,529,English,Description for book 1194...
1195,Book Title 1195,Author 95,1997,Publisher 15,Mystery,4.5,446,Spanish,Description for book 1195...
1196,Book Title 1196,Author 96,1943,Publisher 16,Biography,1.7,101,English,Description for book 1196...
1197,Book Title 1197,Author 97,1984,Publisher 17,Romance,3.4,612,Spanish,Description for book 1197...
1198,Book Title 1198,Author 98,1962,Publisher 18,Science Fiction,3.6,788,English,Description for book 1198...
1199,Book Title 1199,Author 99,1903,Publisher 19,Non-Fiction,2.8,322,French,Description for book 1199...
1200,Book Title 1200,Author 0,1929,Publisher 0,Horror,4.5,746,English,Description for book 1200...
1201,Book Title 1201,Author 1,1966,Publisher 1,Fiction,3.0,525,German,Description for book 1201...
1202,Book Title 1202,Author 2,2014,Publisher 2,Romance,2.4,545,English,Description for book 1202...
1203,Book Title 1203,Author 3,1905,Publisher 3,Biography,2.0,427,French,Description for book 1203...
1204,Book Title 1204,Author 4,1919,Publisher 4,Fiction,4.0,699,French,Description for book 1204...
1205,Book Title 1205,Author 5,1922,Publisher 5,Horror,4.1,774,Chinese,Description for book 1205...
1206,Book Title 1206,Author 6,1941,Publisher 6,Non-Fiction,4.3,186,French,Description for book 1206...
1207,Book Title 1207,Author 7,2004,Publisher 7,Romance,1.7,168,English,Description for book 1207...
1208,Book Title 1208,Author 8,2010,Publisher 8,Non-Fiction,4.3,184,French,Description for book 1208...
1209,Book Title 1209,Author 9,2018,Publisher 9,Biography,4.8,645,German,Description for book 1209...
1210,Book Title 1210,Author 10,2016,Publisher 10,Thriller,4.3,770,German,Description for book 1210...
1211,Book Title 1211,Author 11,1928,Publisher 11,Fantasy,4.3,453,English,Description for book 1211...
1212,Book Title 1212,Author 12,1957,Publisher 12,Horror,3.8,509,Chinese,Description for book 1212...
1213,Book Title 1213,Author 13,2001,Publisher 13,Science Fiction,1.2,780,Spanish,Description for book 1213...
1214,Book Title 1214,Author 14,2022,Publisher 14,Science Fiction,4.2,688,German,Description for book 1214...
1215,Book Title 1215,Author 15,1986,Publisher 15,Biography,4.4,784,English,Description for book 1215...
1216,Book Title 1216,Author 16,1913,Publisher 16,Biography,2.0,525,English,Description for book 1216...
1217,Book Title 1217,Author 17,1984,Publisher 17,Mystery,2.7,432,German,Description for book 1217...
1218,Book Title 1218,Author 18,1928,Publisher 18,Fantasy,3.1,401,English,Description for book 1218...
1219,Book Title 1219,Author 19,1922,Publisher 19,Biography,1.6,680,Spanish,Description for book 1219...
1220,Book Title 1220,Author 20,1965,Publisher 0,Thriller,4.2,167,French,Description for book 1220...
1221,Book Title 1221,Author 21,1984,Publisher 1,Fantasy,2.2,552,French,Description for book 1221...
1222,Book Title 1222,Author 22,2008,Publisher 2,Romance,1.3,541,Spanish,Description for book 1222...
1223,Book Title 1223,Author 23,1993,Publisher 3,Fiction,2.4,236,French,Description for book 1223...
1224,Book Title 1224,Author 24,1911,Publisher 4,Fiction,3.9,689,French,Description for book 1224...
1225,Book Title 1225,Author 25,1929,Publisher 5,Horror,3.2,593,English,Description for book 1225...
1226,Book Title 1226,Author 26,1932,Publisher 6,Fantasy,4.1,674,Spanish,Description for book 1226...
1227,Book Title 1227,Author 27,1921,Publisher 7,Science Fiction,1.6,788,French,Description for book 1227...
1228,Book Title 1228,Author 28,1903,Publisher 8,Mystery,2.9,338,Spanish,Description for book 1228...
1229,Book Title 1229,Author 29,1972,Publisher 9,Thriller,1.2,106,Spanish,Description for book 1229...
1230,Book Title 1230,Author 30,1983,Publisher 10,Mystery,2.3,509,German,Description for book 1230...
1231,Book Title 1231,Author 31,1900,Publisher 11,Thriller,2.1,332,German,Description for book 1231...
1232,Book Title 1232,Author 32,1924,Publisher 12,Mystery,2.8,714,French,Description for book 1232...
1233,Book Title 1233,Author 33,1915,Publisher 13,Non-Fiction,1.8,151,Spanish,Description for book 1233...
1234,Book Title 1234,Author 34,2008,Publisher 14,Non-Fiction,3.7,639,German,Description for book 1234...
1235,Book Title 1235,Author 35,2014,Publisher 15,Romance,4.2,479,Spanish,Description for book 1235...
1236,Book Title 1236,Author 36,1948,Publisher 16,Biography,2.2,120,German,Description for book 1236...
1237,Book Title 1237,Author 37,1925,Publisher 17,Fantasy,2.1,183,Spanish,Description for book 1237...
1238,Book Title 1238,Author 38,1914,Publisher 18,Non-Fiction,2.5,516,Spanish,Description for book 1238...
1239,Book Title 1239,Author 39,1915,Publisher 19,Horror,1.2,553,Spanish,Description for book 1239...
1240,Book Title 1240,Author 40,1999,Publisher 0,Mystery,2.5,307,English,Description for book 1240...
1241,Book Title 1241,Author 41,1915,Publisher 1,Non-Fiction,2.1,674,Spanish,Description for book 1241...
1242,Book Title 1242,Author 42,2016,Publisher 2,Romance,4.8,556,English,Description for book 1242...
1243,Book Title 1243,Author 43,1946,Publisher 3,Biography,4.7,670,French,Description for book 1243...
1244,Book Title 1244,Author 44,1933,Publisher 4,Fantasy,1.5,607,German,Description for book 1244...
1245,Book Title 1245,Author 45,1950,Publisher 5,Thriller,3.0,271,English,Description for book 1245...
1246,Book Title 1246,Author 46,1993,Publisher 6,Biography,2.3,536,Spanish,Description for book 1246...
1247,Book Title 1247,Author 47,1966,Publisher 7,Romance,4.4,117,French,Description for book 1247...
1248,Book Title 1248,Author 48,1987,Publisher 8,Horror,3.0,348,English,Description for book 1248...
1249,Book Title 1249,Author 49,2008,Publisher 9,Mystery,2.7,136,German,Description for book 1249...
1250,Book Title 1250,Author 50,1964,Publisher 10,Science Fiction,3.5,714,German,Description for book 1250...
1251,Book Title 1251,Author 51,1950,Publisher 11,Non-Fiction,4.4,550,Chinese,Description for book 1251...
1252,Book Title 1252,Author 52,1939,Publisher 12,Fantasy,2.5,221,German,Description for book 1252...
1253,Book Title 1253,Author 53,1941,Publisher 13,Fantasy,3.8,381,Spanish,Description for book 1253...
1254,Book Title 1254,Author 54,2005,Publisher 14,Biography,2.3,524,Chinese,Description for book 1254...
1255,Book Title 1255,Author 55,1937,Publisher 15,Fiction,1.4,232,French,Description for book 1255...
1256,Book Title 1256,Author 56,2010,Publisher 16,Romance,3.0,574,Chinese,Description for book 1256...
1257,Book Title 1257,Author 57,1908,Publisher 17,Science Fiction,1.7,194,German,Description for book 1257...
1258,Book Title 1258,Author 58,1970,Publisher 18,Science Fiction,3.3,344,Spanish,Description for book 1258...
1259,Book Title 1259,Author 59,1958,Publisher 19,Science Fiction,2.2,205,English,Description for book 1259...
1260,Book Title 1260,Author 60,1987,Publisher 0,Mystery,2.1,225,English,Description for book 1260...
1261,Book Title 1261,Author 61,2001,Publisher 1,Non-Fiction,4.4,615,Spanish,Description for book 1261...
1262,Book Title 1262,Author 62,1929,Publisher 2,Science Fiction,2.5,208,German,Description for book 1262...
1263,Book Title 1263,Author 63,1982,Publisher 3,Fantasy,2.1,103,Spanish,Description for book 1263...
1264,Book Title 1264,Author 64,2002,Publisher 4,Horror,1.5,444,German,Description for book 1264...
1265,Book Title 1265,Author 65,1995,Publisher 5,Fantasy,1.1,218,Chinese,Description for book 1265...
1266,Book Title 1266,Author 66,1904,Publisher 6,Thriller,2.1,417,German,Description for book 1266...
1267,Book Title 1267,Author 67,2016,Publisher 7,Science Fiction,4.5,121,German,Description for book 1267...
1268,Book Title 1268,Author 68,1930,Publisher 8,Non-Fiction,1.6,507,Chinese,Description for book 1268...
1269,Book Title 1269,Author 69,2001,Publisher 9,Mystery,1.7,220,German,Description for book 1269...
1270,Book Title 1270,Author 70,2011,Publisher 10,Non-Fiction,1.9,679,German,Description for book 1270...
1271,Book Title 1271,Author 71,1926,Publisher 11,Science Fiction,2.2,492,German,Description for book 1271...
1272,Book Title 1272,Author 72,1904,Publisher 12,Mystery,1.9,291,English,Description for book 1272...
1273,Book Title 1273,Author 73,1917,Publisher 13,Fantasy,4.6,495,Spanish,Description for book 1273...
1274,Book Title 1274,Author 74,1975,Publisher 14,Science Fiction,4.4,736,French,Description for book 1274...
1275,Book Title 1275,Author 75,1913,Publisher 15,Horror,3.1,756,Spanish,Description for book 1275...
1276,Book Title 1276,Author 76,1998,Publisher 16,Mystery,1.1,247,Spanish,Description for book 1276...
1277,Book Title 1277,Author 77,1994,Publisher 17,Biography,3.3,780,Spanish,Description for book 1277...
1278,Book Title 1278,Author 78,1915,Publisher 18,Romance,2.7,266,French,Description for book 1278...
1279,Book Title 1279,Author 79,1986,Publisher 19,Science Fiction,3.8,172,French,Description for book 1279...
1280,Book Title 1280,Author 80,1908,Publisher 0,Fantasy,1.6,264,French,Description for book 1280...
1281,Book Title 1281,Author 81,1900,Publisher 1,Thriller,1.3,791,Chinese,Description for book 1281...
1282,Book Title 1282,Author 82,1950,Publisher 2,Thriller,1.8,721,Chinese,Description for book 1282...
1283,Book Title 1283,Author 83,1913,Publisher 3,Fiction,2.1,237,Chinese,Description for book 1283...
1284,Book Title 1284,Author 84,1910,Publisher 4,Fantasy,1.9,118,Spanish,Description for book 1284...
1285,Book Title 1285,Author 85,2016,Publisher 5,Science Fiction,3.8,275,German,Description for book 1285...
1286,Book Title 1286,Author 86,1945,Publisher 6,Thriller,4.2,510,English,Description for book 1286...
1287,Book Title 1287,Author 87,1952,Publisher 7,Non-Fiction,3.9,681,French,Description for book 1287...
1288,Book Title 1288,Author 88,2010,Publisher 8,Fantasy,1.6,351,Chinese,Description for book 1288...
1289,Book Title 1289,Author 89,1933,Publisher 9,Non-Fiction,4.2,272,Chinese,Description for book 1289...
1290,Book Title 1290,Author 90,1975,Publisher 10,Horror,4.7,497,Spanish,Description for book 1290...
1291,Book Title 1291,Author 91,1953,Publisher 11,Romance,1.1,573,German,Description for book 1291...
1292,Book Title 1292,Author 92,1933,Publisher 12,Science Fiction,4.5,720,French,Description for book 1292...
1293,Book Title 1293,Author 93,1937,Publisher 13,Horror,3.9,572,English,Description for book 1293...
1294,Book Title 1294,Author 94,1971,Publisher 14,Romance,3.7,619,English,Description for book 1294...
1295,Book Title 1295,Author 95,2005,Publisher 15,Mystery,3.0,362,Spanish,Description for book 1295...
1296,Book Title 1296,Author 96,2000,Publisher 16,Fiction,2.7,407,German,Description for book 1296...
1297,Book Title 1297,Author 97,2008,Publisher 17,Romance,4.2,504,German,Description for book 1297...
1298,Book Title 1298,Author 98,1940,Publisher 18,Thriller,3.2,787,Spanish,Description for book 1298...
1299,Book Title 1299,Author 99,1905,Publisher 19,Thriller,2.4,224,Chinese,Description for book 1299...
1300,Book Title 1300,Author 0,1917,Publisher 0,Romance,3.8,430,Chinese,Description for book 1300...
1301,Book Title 1301,Author 1,1959,Publisher 1,Thriller,1.9,787,German,Description for book 1301...
1302,Book Title 1302,Author 2,1906,Publisher 2,Mystery,4.9,618,English,Description for book 1302...
1303,Book Title 1303,Author 3,2006,Publisher 3,Biography,2.4,249,French,Description for book 1303...
1304,Book Title 1304,Author 4,1948,Publisher 4,Thriller,1.7,260,English,Description for book 1304...
1305,Book Title 1305,Author 5,1990,Publisher 5,Romance,3.4,511,English,Description for book 1305...
1306,Book Title 1306,Author 6,1907,Publisher 6,Thriller,1.7,295,German,Description for book 1306...
1307,Book Title 1307,Author 7,1952,Publisher 7,Mystery,3.2,750,French,Description for book 1307...
1308,Book Title 1308,Author 8,1982,Publisher 8,Mystery,2.4,630,English,Description for book 1308...
1309,Book Title 1309,Author 9,2021,Publisher 9,Fiction,1.4,525,Chinese,Description for book 1309...
1310,Book Title 1310,Author 10,1978,Publisher 10,Horror,1.1,496,French,Description for book 1310...
1311,Book Title 1311,Author 11,1996,Publisher 11,Thriller,3.6,737,Spanish,Description for book 1311...
1312,Book Title 1312,Author 12,1970,Publisher 12,Fantasy,4.8,196,Chinese,Description for book 1312...
1313,Book Title 1313,Author 13,1900,Publisher 13,Non-Fiction,2.8,359,English,Description for book 1313...
1314,Book Title 1314,Author 14,1914,Publisher 14,Biography,1.6,703,Spanish,Description for book 1314...
1315,Book Title 1315,Author 15,1995,Publisher 15,Biography,4.6,581,Spanish,Description for book 1315...
1316,Book Title 1316,Author 16,1993,Publisher 16,Mystery,3.8,797,Spanish,Description for book 1316...
1317,Book Title 1317,Author 17,1916,Publisher 17,Science Fiction,1.9,128,English,Description for book 1317...
1318,Book Title 1318,Author 18,2000,Publisher 18,Science Fiction,2.5,760,French,Description for book 1318...
1319,Book Title 1319,Author 19,1977,Publisher 19,Biography,4.0,508,Spanish,Description for book 1319...
1320,Book Title 1320,Author 20,1987,Publisher 0,Fantasy,1.7,677,French,Description for book 1320...
1321,Book Title 1321,Author 21,1952,Publisher 1,Romance,1.9,751,Chinese,Description for book 1321...
1322,Book Title 1322,Author 22,1992,Publisher 2,Mystery,3.6,553,German,Description for book 1322...
